,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
4020,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain,none,none,none,none,none,none,none,none,none,none,none
4021,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,none,none,none,none,none,none,none,none,none,none
4022,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,none,none,none,none,none,none,none,none,none,none,none,none
4023,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching,none,none,none,none,none,none,none,none,none,none,none
4024,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,none,none,none,none,none,none,none,none,none,none,none,none,none
4025,Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria,none,none,none,none,none,none,none
4026,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,none,none,none,none,none,none,none,none,none,none,none,none,none
4027,Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum,none,none,none,none,none,none,none,none,none,none,none
4028,Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration,none,none,none,none,none,none,none,none,none,none,none,none
4029,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances,none,none,none,none,none,none,none,none
4030,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance,none,none,none,none,none,none,none,none,none,none,none,none
4031,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,none,none,none,none,none,none,none,none,none,none,none,none,none
4032,Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain,none,none,none,none,none,none,none,none,none
4033,Malaria, chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain,none,none,none,none,none,none,none,none,none
4034,Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,none,none,none,none,none,none
4035,Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body,none,none,none
4036,Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain,none,none,none,none,none,none
4037,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain,none,none,none,none,none,none
4038,Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections,none,none,none,none,none
4039,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history,none,none,none,none,none,none,none,none,none,none,none
4040,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,none,none,none,none,none,none,none,none
4041,Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding,none,none,none,none
4042,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,none,none,none,none,none,none,none,none,none,none
4043,Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum,none
4044,Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain
4045,Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum,none,none,none,none,none,none
4046,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus,none,none,none,none,none,none,none,none,none,none,none,none
4047,Heart attack, vomiting, breathlessness, sweating, chest_pain,none,none,none,none,none,none,none,none,none,none,none,none,none
4048,Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf,none,none,none,none,none,none,none,none,none,none
4049,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,none,none,none,none
4050,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,none,none,none,none,none,none
4051,Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,none,none,none,none,none
4052,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking,none,none,none,none,none,none,none,none,none,none,none
4053,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking,none,none,none,none,none,none,none,none,none,none,none,none
4054,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness,none,none,none,none,none,none,none,none,none,none,none
4055,Acne, skin_rash, pus_filled_pimples, blackheads, scurring,none,none,none,none,none,none,none,none,none,none,none,none,none
4056,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,none,none,none,none,none,none,none,none,none,none,none,none,none
4057,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,none,none,none,none,none,none,none,none,none,none,none
4058,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze,none,none,none,none,none,none,none,none,none,none,none,none
4059,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,none,none,none,none,none,none,none,none,none,none,none,none,none
4060,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,none,none,none,none,none,none,none,none,none,none,none,none,none
4061,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain,none,none,none,none,none,none,none,none,none,none,none
4062,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,none,none,none,none,none,none,none,none,none,none
4063,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,none,none,none,none,none,none,none,none,none,none,none,none
4064,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching,none,none,none,none,none,none,none,none,none,none,none
4065,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,none,none,none,none,none,none,none,none,none,none,none,none,none
4066,Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria,none,none,none,none,none,none,none
4067,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,none,none,none,none,none,none,none,none,none,none,none,none,none
4068,Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum,none,none,none,none,none,none,none,none,none,none,none
4069,Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration,none,none,none,none,none,none,none,none,none,none,none,none
4070,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances,none,none,none,none,none,none,none,none
4071,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance,none,none,none,none,none,none,none,none,none,none,none,none
4072,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,none,none,none,none,none,none,none,none,none,none,none,none,none
4073,Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain,none,none,none,none,none,none,none,none,none
4074,Malaria, chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain,none,none,none,none,none,none,none,none,none
4075,Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,none,none,none,none,none,none
4076,Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body,none,none,none
4077,Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain,none,none,none,none,none,none
4078,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain,none,none,none,none,none,none
4079,Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections,none,none,none,none,none
4080,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history,none,none,none,none,none,none,none,none,none,none,none
4081,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,none,none,none,none,none,none,none,none
4082,Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding,none,none,none,none
4083,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,none,none,none,none,none,none,none,none,none,none
4084,Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum,none
4085,Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain
4086,Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum,none,none,none,none,none,none
4087,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus,none,none,none,none,none,none,none,none,none,none,none,none
4088,Heart attack, vomiting, breathlessness, sweating, chest_pain,none,none,none,none,none,none,none,none,none,none,none,none,none
4089,Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf,none,none,none,none,none,none,none,none,none,none
4090,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,none,none,none,none
4091,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,none,none,none,none,none,none
4092,Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,none,none,none,none,none
4093,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking,none,none,none,none,none,none,none,none,none,none,none
4094,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking,none,none,none,none,none,none,none,none,none,none,none,none
4095,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness,none,none,none,none,none,none,none,none,none,none,none
4096,Acne, skin_rash, pus_filled_pimples, blackheads, scurring,none,none,none,none,none,none,none,none,none,none,none,none,none
4097,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,none,none,none,none,none,none,none,none,none,none,none,none,none
4098,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,none,none,none,none,none,none,none,none,none,none,none
4099,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze,none,none,none,none,none,none,none,none,none,none,none,none
4100,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,none,none,none,none,none,none,none,none,none,none,none,none,none
4101,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,none,none,none,none,none,none,none,none,none,none,none,none,none
4102,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain,none,none,none,none,none,none,none,none,none,none,none
4103,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,none,none,none,none,none,none,none,none,none,none
4104,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,none,none,none,none,none,none,none,none,none,none,none,none
4105,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching,none,none,none,none,none,none,none,none,none,none,none
