,Disease,Symptom_Count,Symptoms,Disease_Encoded,Symptom_Encoded
1454,Hypoglycemia,12,"[' vomiting', ' fatigue', ' anxiety', ' sweating', ' headache', ' nausea', ' blurred_and_distorted_vision', ' excessive_hunger', ' drying_and_tingling_lips', ' slurred_speech', ' irritability', ' palpitations']",8,"[68, 27, 4, 62, 28, 43, 8, 25, 23, 59, 33, 46]"
1455,Diabetes ,10,"[' fatigue', ' weight_loss', ' restlessness', ' lethargy', ' irregular_sugar_level', ' blurred_and_distorted_vision', ' obesity', ' excessive_hunger', ' increased_appetite', ' polyuria']",3,"[27, 70, 54, 35, 32, 8, 44, 25, 30, 48]"
1456,Migraine,9,"[' acidity', ' indigestion', ' headache', ' blurred_and_distorted_vision', ' excessive_hunger', ' stiff_neck', ' depression', ' irritability', ' visual_disturbances']",10,"[2, 31, 28, 8, 25, 60, 20, 33, 67]"
1457,Chicken pox,11,"['itching', ' skin_rash', ' fatigue', ' lethargy', ' high_fever', ' headache', ' loss_of_appetite', ' mild_fever', ' swelled_lymph_nodes', ' malaise', ' red_spots_over_body']",0,"[74, 58, 27, 35, 29, 28, 36, 39, 63, 38, 52]"
1458,Dengue,14,"[' skin_rash', ' chills', ' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' loss_of_appetite', ' pain_behind_the_eyes', ' back_pain', ' malaise', ' muscle_pain', ' red_spots_over_body']",2,"[58, 12, 34, 68, 27, 29, 28, 43, 36, 45, 5, 38, 41, 52]"
1459,Typhoid,11,"[' chills', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' constipation', ' abdominal_pain', ' diarrhoea', ' toxic_look_(typhos)', ' belly_pain']",13,"[12, 68, 27, 29, 28, 43, 16, 0, 21, 66, 6]"
1460,hepatitis A,11,"[' joint_pain', ' vomiting', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' diarrhoea', ' mild_fever', ' yellowing_of_eyes', ' muscle_pain']",14,"[34, 68, 73, 19, 43, 36, 0, 21, 39, 72, 41]"
1461,Hepatitis B,12,"['itching', ' fatigue', ' lethargy', ' yellowish_skin', ' dark_urine', ' loss_of_appetite', ' abdominal_pain', ' yellow_urine', ' yellowing_of_eyes', ' malaise', ' receiving_blood_transfusion', ' receiving_unsterile_injections']",4,"[74, 27, 35, 73, 19, 36, 0, 71, 72, 38, 50, 51]"
1462,Hepatitis D,9,"[' joint_pain', ' vomiting', ' fatigue', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes']",5,"[34, 68, 27, 73, 19, 43, 36, 0, 72]"
1463,Hepatitis E,13,"[' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes', ' acute_liver_failure', ' coma', ' stomach_bleeding']",6,"[34, 68, 27, 29, 73, 19, 43, 36, 0, 72, 3, 14, 61]"
1464,Tuberculosis,16,"[' chills', ' vomiting', ' fatigue', ' weight_loss', ' cough', ' high_fever', ' breathlessness', ' sweating', ' loss_of_appetite', ' mild_fever', ' yellowing_of_eyes', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' chest_pain', ' blood_in_sputum']",12,"[12, 68, 27, 70, 18, 29, 9, 62, 36, 39, 72, 63, 38, 47, 11, 7]"
1465,Common Cold,17,"[' continuous_sneezing', ' chills', ' fatigue', ' cough', ' high_fever', ' headache', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' throat_irritation', ' redness_of_eyes', ' sinus_pressure', ' runny_nose', ' congestion', ' chest_pain', ' loss_of_smell', ' muscle_pain']",1,"[17, 12, 27, 18, 29, 28, 63, 38, 47, 65, 53, 57, 55, 15, 11, 37, 41]"
1466,Pneumonia,11,"[' chills', ' fatigue', ' cough', ' high_fever', ' breathlessness', ' sweating', ' malaise', ' phlegm', ' chest_pain', ' fast_heart_rate', ' rusty_sputum']",11,"[12, 27, 18, 29, 9, 62, 38, 47, 11, 26, 56]"
1467,Hypothyroidism,13,"[' fatigue', ' weight_gain', ' cold_hands_and_feets', ' mood_swings', ' lethargy', ' dizziness', ' puffy_face_and_eyes', ' enlarged_thyroid', ' brittle_nails', ' swollen_extremeties', ' depression', ' irritability', ' abnormal_menstruation']",9,"[27, 69, 13, 40, 35, 22, 49, 24, 10, 64, 20, 33, 1]"
1468,Hyperthyroidism,11,"[' fatigue', ' mood_swings', ' weight_loss', ' restlessness', ' sweating', ' diarrhoea', ' fast_heart_rate', ' excessive_hunger', ' muscle_weakness', ' irritability', ' abnormal_menstruation']",7,"[27, 40, 70, 54, 62, 21, 26, 25, 42, 33, 1]"
1469,Hypoglycemia,12,"[' vomiting', ' fatigue', ' anxiety', ' sweating', ' headache', ' nausea', ' blurred_and_distorted_vision', ' excessive_hunger', ' drying_and_tingling_lips', ' slurred_speech', ' irritability', ' palpitations']",8,"[68, 27, 4, 62, 28, 43, 8, 25, 23, 59, 33, 46]"
1470,Diabetes ,10,"[' fatigue', ' weight_loss', ' restlessness', ' lethargy', ' irregular_sugar_level', ' blurred_and_distorted_vision', ' obesity', ' excessive_hunger', ' increased_appetite', ' polyuria']",3,"[27, 70, 54, 35, 32, 8, 44, 25, 30, 48]"
1471,Migraine,9,"[' acidity', ' indigestion', ' headache', ' blurred_and_distorted_vision', ' excessive_hunger', ' stiff_neck', ' depression', ' irritability', ' visual_disturbances']",10,"[2, 31, 28, 8, 25, 60, 20, 33, 67]"
1472,Chicken pox,11,"['itching', ' skin_rash', ' fatigue', ' lethargy', ' high_fever', ' headache', ' loss_of_appetite', ' mild_fever', ' swelled_lymph_nodes', ' malaise', ' red_spots_over_body']",0,"[74, 58, 27, 35, 29, 28, 36, 39, 63, 38, 52]"
1473,Dengue,14,"[' skin_rash', ' chills', ' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' loss_of_appetite', ' pain_behind_the_eyes', ' back_pain', ' malaise', ' muscle_pain', ' red_spots_over_body']",2,"[58, 12, 34, 68, 27, 29, 28, 43, 36, 45, 5, 38, 41, 52]"
1474,Typhoid,11,"[' chills', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' constipation', ' abdominal_pain', ' diarrhoea', ' toxic_look_(typhos)', ' belly_pain']",13,"[12, 68, 27, 29, 28, 43, 16, 0, 21, 66, 6]"
1475,hepatitis A,11,"[' joint_pain', ' vomiting', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' diarrhoea', ' mild_fever', ' yellowing_of_eyes', ' muscle_pain']",14,"[34, 68, 73, 19, 43, 36, 0, 21, 39, 72, 41]"
1476,Hepatitis B,12,"['itching', ' fatigue', ' lethargy', ' yellowish_skin', ' dark_urine', ' loss_of_appetite', ' abdominal_pain', ' yellow_urine', ' yellowing_of_eyes', ' malaise', ' receiving_blood_transfusion', ' receiving_unsterile_injections']",4,"[74, 27, 35, 73, 19, 36, 0, 71, 72, 38, 50, 51]"
1477,Hepatitis D,9,"[' joint_pain', ' vomiting', ' fatigue', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes']",5,"[34, 68, 27, 73, 19, 43, 36, 0, 72]"
1478,Hepatitis E,13,"[' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes', ' acute_liver_failure', ' coma', ' stomach_bleeding']",6,"[34, 68, 27, 29, 73, 19, 43, 36, 0, 72, 3, 14, 61]"
1479,Tuberculosis,16,"[' chills', ' vomiting', ' fatigue', ' weight_loss', ' cough', ' high_fever', ' breathlessness', ' sweating', ' loss_of_appetite', ' mild_fever', ' yellowing_of_eyes', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' chest_pain', ' blood_in_sputum']",12,"[12, 68, 27, 70, 18, 29, 9, 62, 36, 39, 72, 63, 38, 47, 11, 7]"
1480,Common Cold,17,"[' continuous_sneezing', ' chills', ' fatigue', ' cough', ' high_fever', ' headache', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' throat_irritation', ' redness_of_eyes', ' sinus_pressure', ' runny_nose', ' congestion', ' chest_pain', ' loss_of_smell', ' muscle_pain']",1,"[17, 12, 27, 18, 29, 28, 63, 38, 47, 65, 53, 57, 55, 15, 11, 37, 41]"
1481,Pneumonia,11,"[' chills', ' fatigue', ' cough', ' high_fever', ' breathlessness', ' sweating', ' malaise', ' phlegm', ' chest_pain', ' fast_heart_rate', ' rusty_sputum']",11,"[12, 27, 18, 29, 9, 62, 38, 47, 11, 26, 56]"
1482,Hypothyroidism,13,"[' fatigue', ' weight_gain', ' cold_hands_and_feets', ' mood_swings', ' lethargy', ' dizziness', ' puffy_face_and_eyes', ' enlarged_thyroid', ' brittle_nails', ' swollen_extremeties', ' depression', ' irritability', ' abnormal_menstruation']",9,"[27, 69, 13, 40, 35, 22, 49, 24, 10, 64, 20, 33, 1]"
1483,Hyperthyroidism,11,"[' fatigue', ' mood_swings', ' weight_loss', ' restlessness', ' sweating', ' diarrhoea', ' fast_heart_rate', ' excessive_hunger', ' muscle_weakness', ' irritability', ' abnormal_menstruation']",7,"[27, 40, 70, 54, 62, 21, 26, 25, 42, 33, 1]"
1484,Hypoglycemia,12,"[' vomiting', ' fatigue', ' anxiety', ' sweating', ' headache', ' nausea', ' blurred_and_distorted_vision', ' excessive_hunger', ' drying_and_tingling_lips', ' slurred_speech', ' irritability', ' palpitations']",8,"[68, 27, 4, 62, 28, 43, 8, 25, 23, 59, 33, 46]"
1485,Diabetes ,10,"[' fatigue', ' weight_loss', ' restlessness', ' lethargy', ' irregular_sugar_level', ' blurred_and_distorted_vision', ' obesity', ' excessive_hunger', ' increased_appetite', ' polyuria']",3,"[27, 70, 54, 35, 32, 8, 44, 25, 30, 48]"
1486,Migraine,9,"[' acidity', ' indigestion', ' headache', ' blurred_and_distorted_vision', ' excessive_hunger', ' stiff_neck', ' depression', ' irritability', ' visual_disturbances']",10,"[2, 31, 28, 8, 25, 60, 20, 33, 67]"
1487,Chicken pox,11,"['itching', ' skin_rash', ' fatigue', ' lethargy', ' high_fever', ' headache', ' loss_of_appetite', ' mild_fever', ' swelled_lymph_nodes', ' malaise', ' red_spots_over_body']",0,"[74, 58, 27, 35, 29, 28, 36, 39, 63, 38, 52]"
1488,Dengue,14,"[' skin_rash', ' chills', ' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' loss_of_appetite', ' pain_behind_the_eyes', ' back_pain', ' malaise', ' muscle_pain', ' red_spots_over_body']",2,"[58, 12, 34, 68, 27, 29, 28, 43, 36, 45, 5, 38, 41, 52]"
1489,Typhoid,11,"[' chills', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' constipation', ' abdominal_pain', ' diarrhoea', ' toxic_look_(typhos)', ' belly_pain']",13,"[12, 68, 27, 29, 28, 43, 16, 0, 21, 66, 6]"
1490,hepatitis A,11,"[' joint_pain', ' vomiting', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' diarrhoea', ' mild_fever', ' yellowing_of_eyes', ' muscle_pain']",14,"[34, 68, 73, 19, 43, 36, 0, 21, 39, 72, 41]"
1491,Hepatitis B,12,"['itching', ' fatigue', ' lethargy', ' yellowish_skin', ' dark_urine', ' loss_of_appetite', ' abdominal_pain', ' yellow_urine', ' yellowing_of_eyes', ' malaise', ' receiving_blood_transfusion', ' receiving_unsterile_injections']",4,"[74, 27, 35, 73, 19, 36, 0, 71, 72, 38, 50, 51]"
1492,Hepatitis D,9,"[' joint_pain', ' vomiting', ' fatigue', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes']",5,"[34, 68, 27, 73, 19, 43, 36, 0, 72]"
1493,Hepatitis E,13,"[' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes', ' acute_liver_failure', ' coma', ' stomach_bleeding']",6,"[34, 68, 27, 29, 73, 19, 43, 36, 0, 72, 3, 14, 61]"
1494,Tuberculosis,16,"[' chills', ' vomiting', ' fatigue', ' weight_loss', ' cough', ' high_fever', ' breathlessness', ' sweating', ' loss_of_appetite', ' mild_fever', ' yellowing_of_eyes', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' chest_pain', ' blood_in_sputum']",12,"[12, 68, 27, 70, 18, 29, 9, 62, 36, 39, 72, 63, 38, 47, 11, 7]"
1495,Common Cold,17,"[' continuous_sneezing', ' chills', ' fatigue', ' cough', ' high_fever', ' headache', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' throat_irritation', ' redness_of_eyes', ' sinus_pressure', ' runny_nose', ' congestion', ' chest_pain', ' loss_of_smell', ' muscle_pain']",1,"[17, 12, 27, 18, 29, 28, 63, 38, 47, 65, 53, 57, 55, 15, 11, 37, 41]"
1496,Pneumonia,11,"[' chills', ' fatigue', ' cough', ' high_fever', ' breathlessness', ' sweating', ' malaise', ' phlegm', ' chest_pain', ' fast_heart_rate', ' rusty_sputum']",11,"[12, 27, 18, 29, 9, 62, 38, 47, 11, 26, 56]"
1497,Hypothyroidism,13,"[' fatigue', ' weight_gain', ' cold_hands_and_feets', ' mood_swings', ' lethargy', ' dizziness', ' puffy_face_and_eyes', ' enlarged_thyroid', ' brittle_nails', ' swollen_extremeties', ' depression', ' irritability', ' abnormal_menstruation']",9,"[27, 69, 13, 40, 35, 22, 49, 24, 10, 64, 20, 33, 1]"
1498,Hyperthyroidism,11,"[' fatigue', ' mood_swings', ' weight_loss', ' restlessness', ' sweating', ' diarrhoea', ' fast_heart_rate', ' excessive_hunger', ' muscle_weakness', ' irritability', ' abnormal_menstruation']",7,"[27, 40, 70, 54, 62, 21, 26, 25, 42, 33, 1]"
1499,Hypoglycemia,12,"[' vomiting', ' fatigue', ' anxiety', ' sweating', ' headache', ' nausea', ' blurred_and_distorted_vision', ' excessive_hunger', ' drying_and_tingling_lips', ' slurred_speech', ' irritability', ' palpitations']",8,"[68, 27, 4, 62, 28, 43, 8, 25, 23, 59, 33, 46]"
1500,Diabetes ,10,"[' fatigue', ' weight_loss', ' restlessness', ' lethargy', ' irregular_sugar_level', ' blurred_and_distorted_vision', ' obesity', ' excessive_hunger', ' increased_appetite', ' polyuria']",3,"[27, 70, 54, 35, 32, 8, 44, 25, 30, 48]"
1501,Migraine,9,"[' acidity', ' indigestion', ' headache', ' blurred_and_distorted_vision', ' excessive_hunger', ' stiff_neck', ' depression', ' irritability', ' visual_disturbances']",10,"[2, 31, 28, 8, 25, 60, 20, 33, 67]"
1502,Chicken pox,11,"['itching', ' skin_rash', ' fatigue', ' lethargy', ' high_fever', ' headache', ' loss_of_appetite', ' mild_fever', ' swelled_lymph_nodes', ' malaise', ' red_spots_over_body']",0,"[74, 58, 27, 35, 29, 28, 36, 39, 63, 38, 52]"
1503,Dengue,14,"[' skin_rash', ' chills', ' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' loss_of_appetite', ' pain_behind_the_eyes', ' back_pain', ' malaise', ' muscle_pain', ' red_spots_over_body']",2,"[58, 12, 34, 68, 27, 29, 28, 43, 36, 45, 5, 38, 41, 52]"
1504,Typhoid,11,"[' chills', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' constipation', ' abdominal_pain', ' diarrhoea', ' toxic_look_(typhos)', ' belly_pain']",13,"[12, 68, 27, 29, 28, 43, 16, 0, 21, 66, 6]"
1505,hepatitis A,11,"[' joint_pain', ' vomiting', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' diarrhoea', ' mild_fever', ' yellowing_of_eyes', ' muscle_pain']",14,"[34, 68, 73, 19, 43, 36, 0, 21, 39, 72, 41]"
1506,Hepatitis B,12,"['itching', ' fatigue', ' lethargy', ' yellowish_skin', ' dark_urine', ' loss_of_appetite', ' abdominal_pain', ' yellow_urine', ' yellowing_of_eyes', ' malaise', ' receiving_blood_transfusion', ' receiving_unsterile_injections']",4,"[74, 27, 35, 73, 19, 36, 0, 71, 72, 38, 50, 51]"
1507,Hepatitis D,9,"[' joint_pain', ' vomiting', ' fatigue', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes']",5,"[34, 68, 27, 73, 19, 43, 36, 0, 72]"
1508,Hepatitis E,13,"[' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes', ' acute_liver_failure', ' coma', ' stomach_bleeding']",6,"[34, 68, 27, 29, 73, 19, 43, 36, 0, 72, 3, 14, 61]"
1509,Tuberculosis,16,"[' chills', ' vomiting', ' fatigue', ' weight_loss', ' cough', ' high_fever', ' breathlessness', ' sweating', ' loss_of_appetite', ' mild_fever', ' yellowing_of_eyes', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' chest_pain', ' blood_in_sputum']",12,"[12, 68, 27, 70, 18, 29, 9, 62, 36, 39, 72, 63, 38, 47, 11, 7]"
1510,Common Cold,17,"[' continuous_sneezing', ' chills', ' fatigue', ' cough', ' high_fever', ' headache', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' throat_irritation', ' redness_of_eyes', ' sinus_pressure', ' runny_nose', ' congestion', ' chest_pain', ' loss_of_smell', ' muscle_pain']",1,"[17, 12, 27, 18, 29, 28, 63, 38, 47, 65, 53, 57, 55, 15, 11, 37, 41]"
1511,Pneumonia,11,"[' chills', ' fatigue', ' cough', ' high_fever', ' breathlessness', ' sweating', ' malaise', ' phlegm', ' chest_pain', ' fast_heart_rate', ' rusty_sputum']",11,"[12, 27, 18, 29, 9, 62, 38, 47, 11, 26, 56]"
1512,Hypothyroidism,13,"[' fatigue', ' weight_gain', ' cold_hands_and_feets', ' mood_swings', ' lethargy', ' dizziness', ' puffy_face_and_eyes', ' enlarged_thyroid', ' brittle_nails', ' swollen_extremeties', ' depression', ' irritability', ' abnormal_menstruation']",9,"[27, 69, 13, 40, 35, 22, 49, 24, 10, 64, 20, 33, 1]"
1513,Hyperthyroidism,11,"[' fatigue', ' mood_swings', ' weight_loss', ' restlessness', ' sweating', ' diarrhoea', ' fast_heart_rate', ' excessive_hunger', ' muscle_weakness', ' irritability', ' abnormal_menstruation']",7,"[27, 40, 70, 54, 62, 21, 26, 25, 42, 33, 1]"
1514,Hypoglycemia,12,"[' vomiting', ' fatigue', ' anxiety', ' sweating', ' headache', ' nausea', ' blurred_and_distorted_vision', ' excessive_hunger', ' drying_and_tingling_lips', ' slurred_speech', ' irritability', ' palpitations']",8,"[68, 27, 4, 62, 28, 43, 8, 25, 23, 59, 33, 46]"
1515,Diabetes ,10,"[' fatigue', ' weight_loss', ' restlessness', ' lethargy', ' irregular_sugar_level', ' blurred_and_distorted_vision', ' obesity', ' excessive_hunger', ' increased_appetite', ' polyuria']",3,"[27, 70, 54, 35, 32, 8, 44, 25, 30, 48]"
1516,Migraine,9,"[' acidity', ' indigestion', ' headache', ' blurred_and_distorted_vision', ' excessive_hunger', ' stiff_neck', ' depression', ' irritability', ' visual_disturbances']",10,"[2, 31, 28, 8, 25, 60, 20, 33, 67]"
1517,Chicken pox,11,"['itching', ' skin_rash', ' fatigue', ' lethargy', ' high_fever', ' headache', ' loss_of_appetite', ' mild_fever', ' swelled_lymph_nodes', ' malaise', ' red_spots_over_body']",0,"[74, 58, 27, 35, 29, 28, 36, 39, 63, 38, 52]"
1518,Dengue,14,"[' skin_rash', ' chills', ' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' loss_of_appetite', ' pain_behind_the_eyes', ' back_pain', ' malaise', ' muscle_pain', ' red_spots_over_body']",2,"[58, 12, 34, 68, 27, 29, 28, 43, 36, 45, 5, 38, 41, 52]"
1519,Typhoid,11,"[' chills', ' vomiting', ' fatigue', ' high_fever', ' headache', ' nausea', ' constipation', ' abdominal_pain', ' diarrhoea', ' toxic_look_(typhos)', ' belly_pain']",13,"[12, 68, 27, 29, 28, 43, 16, 0, 21, 66, 6]"
1520,hepatitis A,11,"[' joint_pain', ' vomiting', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' diarrhoea', ' mild_fever', ' yellowing_of_eyes', ' muscle_pain']",14,"[34, 68, 73, 19, 43, 36, 0, 21, 39, 72, 41]"
1521,Hepatitis B,12,"['itching', ' fatigue', ' lethargy', ' yellowish_skin', ' dark_urine', ' loss_of_appetite', ' abdominal_pain', ' yellow_urine', ' yellowing_of_eyes', ' malaise', ' receiving_blood_transfusion', ' receiving_unsterile_injections']",4,"[74, 27, 35, 73, 19, 36, 0, 71, 72, 38, 50, 51]"
1522,Hepatitis D,9,"[' joint_pain', ' vomiting', ' fatigue', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes']",5,"[34, 68, 27, 73, 19, 43, 36, 0, 72]"
1523,Hepatitis E,13,"[' joint_pain', ' vomiting', ' fatigue', ' high_fever', ' yellowish_skin', ' dark_urine', ' nausea', ' loss_of_appetite', ' abdominal_pain', ' yellowing_of_eyes', ' acute_liver_failure', ' coma', ' stomach_bleeding']",6,"[34, 68, 27, 29, 73, 19, 43, 36, 0, 72, 3, 14, 61]"
1524,Tuberculosis,16,"[' chills', ' vomiting', ' fatigue', ' weight_loss', ' cough', ' high_fever', ' breathlessness', ' sweating', ' loss_of_appetite', ' mild_fever', ' yellowing_of_eyes', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' chest_pain', ' blood_in_sputum']",12,"[12, 68, 27, 70, 18, 29, 9, 62, 36, 39, 72, 63, 38, 47, 11, 7]"
1525,Common Cold,17,"[' continuous_sneezing', ' chills', ' fatigue', ' cough', ' high_fever', ' headache', ' swelled_lymph_nodes', ' malaise', ' phlegm', ' throat_irritation', ' redness_of_eyes', ' sinus_pressure', ' runny_nose', ' congestion', ' chest_pain', ' loss_of_smell', ' muscle_pain']",1,"[17, 12, 27, 18, 29, 28, 63, 38, 47, 65, 53, 57, 55, 15, 11, 37, 41]"
1526,Pneumonia,11,"[' chills', ' fatigue', ' cough', ' high_fever', ' breathlessness', ' sweating', ' malaise', ' phlegm', ' chest_pain', ' fast_heart_rate', ' rusty_sputum']",11,"[12, 27, 18, 29, 9, 62, 38, 47, 11, 26, 56]"
1527,Hypothyroidism,13,"[' fatigue', ' weight_gain', ' cold_hands_and_feets', ' mood_swings', ' lethargy', ' dizziness', ' puffy_face_and_eyes', ' enlarged_thyroid', ' brittle_nails', ' swollen_extremeties', ' depression', ' irritability', ' abnormal_menstruation']",9,"[27, 69, 13, 40, 35, 22, 49, 24, 10, 64, 20, 33, 1]"
1528,Hyperthyroidism,11,"[' fatigue', ' mood_swings', ' weight_loss', ' restlessness', ' sweating', ' diarrhoea', ' fast_heart_rate', ' excessive_hunger', ' muscle_weakness', ' irritability', ' abnormal_menstruation']",7,"[27, 40, 70, 54, 62, 21, 26, 25, 42, 33, 1]"
1529,Hypoglycemia,12,"[' vomiting', ' fatigue', ' anxiety', ' sweating', ' headache', ' nausea', ' blurred_and_distorted_vision', ' excessive_hunger', ' drying_and_tingling_lips', ' slurred_speech', ' irritability', ' palpitations']",8,"[68, 27, 4, 62, 28, 43, 8, 25, 23, 59, 33, 46]"
